id,name,full_name,category,longitude,latitude,url
eb5ed6fc-4942-44c3-ace4-80b2dfa6dc75,Jakarta,Daerah Khusus Ibukota Jakarta,Special capital region,106°49′39″E,6°10′30″S,https://en.wikipedia.org/wiki/Jakarta
