verified,profile_image_url,protected,username,pinned_tweet_id,name,id,created_at,description,public_metrics_followers_count,public_metrics_following_count,public_metrics_tweet_count,public_metrics_listed_count,public_metrics_like_count,public_metrics_media_count
False,https://pbs.twimg.com/profile_images/1888941332389068800/zDL30fow_normal.jpg,False,irwndfrry,1874839670984753388,Ferry Irwandi,251088685,2011-02-12T12:18:46.000Z,,208273,1053,33933,78,2027,1463
