tweet_id,word_count,words,created_at
1892923628037021960,21,"['#TempoThread', 'Danantara', 'adalah', 'kapitalisme', 'ala', 'Prabowo', 'sebuah', 'langkah', 'ambisius', 'untuk', 'mewujudkan', 'cita-cita', 'ayahnya', 'yang', 'sudah', 'dirancang', 'sejak', '1980-an', 'A', 'Thread', 'https://t.co/nUHckLhqrS']",2025-02-26 23:56:31.929889
